place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,ground_truth,is_tie,vote_breakdown
Kape Hub,2,coffee,Walay paper towel or anything to dry hands sa CR.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Club,2,matcha,"Walay ilaw sa ilang parking lot, medyo scary sa gabi.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Green Leaf,2,matcha,Daming langaw sa pwesto namin. Very unhygienic tignan.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Brew City,1,coffee,"Guba tung isa ka aircon, tiis ganda sa kainit.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Tea & Matcha,1,matcha,Ilang wifi naay password pero di ginahatag kung di mangayo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Sip,2,matcha,"Aircon nila gadala ug abog, hugaw guro ang filter.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Juan,2,coffee,"Super slow wifi connection, nag data na lang ko.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Poblacion Kape,2,coffee,"Grabe kagamay sa space, sikit sikit kaayo ang mga tables.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Quatro,1,coffee,Medyo crowded tapos walay harang ang tables. No privacy.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Coffee Project Dvo,2,coffee,Ang init sa pwesto nila kay naka atubang sa adlaw.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Davao,1,coffee,"Super baho ng CR nila, amoy kanal.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Corner,2,matcha,"Init kaayo, walay aircon. Not recommended for studying.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Ora,2,coffee,Baho ug ihi ang palibot sa CR nila. Walay naglimpyo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Green Sip,2,matcha,"Hinay kaayo ang wifi, di maka load ug basic na page.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Street,1,coffee,"Basa ang salog sa CR, delikado maka slide.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Corner Kape,2,coffee,Baho og imburnal dapit sa amoang table. Sayang lang.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Beanery Dvo,1,coffee,Wifi keeps disconnecting every 5 mins. Very frustrating.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Green Drop,1,matcha,"Guba na ang cushion sa mga sofa, lubog na kaayo.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Brew Space,2,coffee,"Di mu gana ilang wifi sa Mac, ambot ngano.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Pure Matcha,1,matcha,"The chairs are made of metal, sakit kaayo sa lubot.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha House,1,matcha,"Mabaho ang CR, amoy ihi hanggang sa counter.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Co.,1,matcha,"Alimoot kaayo sa ilang outdoor setup, walang electric fan.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Station,2,matcha,Aircon is not cooling at all. Ga fan ra mi.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Night Brew,1,coffee,Clogged ang sink sa ilang washroom. Luod kaayo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Zen Matcha,2,matcha,"Walay bidet sa ilang CR, no tissue also.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matina Brews,2,coffee,Poor ventilation. Amoy kape na sunog pag gawas nimo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Natin,1,coffee,"Gamay ilang CR, mag lisod ka ug lihok sa sulod.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Loft,1,matcha,"Puno ang basurahan sa CR, nag apaw na ang tissues.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Base,1,matcha,"Guba ang mga saksakan, sunog pa yata ang isa.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha District,2,matcha,"Grabe ang aso from outside, wa nag work ilang door.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Kultura,2,coffee,Dikit dikit masyado ang tables. Rinig mo chika ng iba.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Vibe,1,coffee,Mga lamok dagko kaayo sa ilawom sa table.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Zone,1,coffee,They only allow 1 hour of wifi. Bitin kaayo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Dvo,1,matcha,No wifi available. Sabi sa page meron daw.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
The Matcha Co,2,matcha,"Dugyot ang al fresco, daghang upos sa sigarilyo sa sawg.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Stand,1,matcha,Walay signal pag musulod ka sa cafe nila. Dead spot.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Lingo,1,coffee,We requested to wipe the table pero ang tagal.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
The Coffee Bar,2,coffee,Puno pirmi ilang parking space kay gamay ra kaayo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Urban Brew,1,coffee,Init ilang kape pero mas init ilang aircon. Sira ata.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Stop,1,matcha,Init jud kaayo kay isa ra ang aircon na ga andar.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Brew Brothers,2,coffee,Dili mag lock ang CR! I had to hold the door.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Beans,1,coffee,Naay langaw sa sulod kay guba ilang door closer.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Fix,1,matcha,Dugyot ang toilet bowl. Wala jud gi maintain.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Dos,1,coffee,"Patay patay ang wifi, makasapot mag tuon diri.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Blend,1,matcha,"The outdoor tables are dusty, murag wala gi trapohan.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Green Whisk,1,matcha,"Hugaw kaayo ilang lababo tapos wala pay hand soap. Guba pa gyud ang gripo, isa-isa ang tulo sa tubig.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Haven,1,matcha,"Guba ilang mga chairs, medyo wobbly and delikado.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Brew,2,matcha,"Ngitngit ang cafe, sakit sa mata mag basa.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
City Brew,1,coffee,They only have 1 socket sa whole cafe. Hassle kaayo.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Mood,2,matcha,"Amoy damp ang sulod sa shop, parang kulob.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Works,1,matcha,You have to pay extra for the wifi voucher. Scam.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Hapon,1,coffee,"Walay tabo or bidet sa CR, mag unsa man mi?",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Mug & Bean,1,coffee,No sockets on most tables. Dili pwede mag work.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Central,1,matcha,Their sockets are broken. Di nag charge phone ko.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Lokal,1,coffee,Bawal mag charge sa laptop. Unsaon pag work ani?,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Zen Tea,1,matcha,"Walay signal sa sulod, unya wala pajuy wifi na tarong.",Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
South Beans,1,coffee,Hurot na daw ang wifi voucher. Sayang lang among pag adto.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Obrero Beans,1,coffee,No parking at all. Had to park 2 blocks away.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Studio,1,matcha,Guba ang hand dryer tapos wala puy paper towels.,Facilities and Amenities,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,2,coffee,Expensive tapos ang liit ng serving ng food.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,1,coffee,"Sayang lang akong gi bayad, super overpriced!",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,The matcha is good pero the price is completely unjustified.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,Dili ko ganahan kay expensive ra kaayo for me.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,Mahal ilang drinks unya murag asukal ra tanan.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,2,matcha,"Ang mahal ng matcha nila, di naman authentic ang lasa.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,1,coffee,"Super mahal jud as in, kaloka ang presyo.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,2,coffee,Masyadong pricey for a simple coffee and toast.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,Waste of money buying overpriced drinks here.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,"Masyadong mahal, di naman special ang lasa.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,1,coffee,Overpriced food and the coffee is just mediocre.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,2,coffee,Dili practical ang price for a quick coffee break.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,200 pesos for this small cup? Grabe ka mahal.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,"Overpriced siya, mapugos tag palit kay nag order na.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,1,coffee,Mahal na kaayo ilang drinks nag shrink pa ang cup.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,1,coffee,"Mahal na gani, wa pajud lami ang pagka timpla.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,Overpriced pastries tapos uga na kaayo inig serve.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,Very expensive and the serving is ridiculously small.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,"Food is expensive too, murag Manila rate na siya.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,1,coffee,Gamay ug cup tapos overpriced pa jud kaayo.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,"Mahal kaayo ilang food, dili pang student budget.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,Di sya worth it for its price point.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,Sayang jud akong 250 pesos ani na drink.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,"Sayang kwarta, overpriced ra kaayo ilang kape.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Vibe Davao,1,matcha,"Sus, pwerteng gamaya sa serving sa ilang pastry pero tag 250 pesos kapin! Gibitik ra man ta ani, layo ra sa menu pic.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,1,coffee,Jusko ang mahal ng kape tapos lasang tubig.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,"Grabe ang patong sa presyo, di worth it.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,1,coffee,Not a good value for money jud.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,2,matcha,Paying 200+ for a meh matcha is not worth it.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,Dili reasonable ang price sa ila pastries and drinks.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,Medyo pricey sya and dili makatarungan ang lasa.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,Di worth it i-spend akong kwarta dire.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,"Mahal kaayo, dili pang masa ang presyo.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,Gamay ra ang cake slice para sa 150 pesos.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,"Grabe kamahal, mura tag gikuhaan og kwarta sa bulsa.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,"Mahal kaayo siya, not ideal for daily coffee run.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,Gamay ra ang serving size for its price.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,"Overpriced jud siya, dili nako mubalik.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,1,coffee,"Mahal ilang kape, way lami, sayang kwarta.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,The prices are too steep for a local coffee shop.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,Gamay ug serving for a very expensive price tag.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,1,coffee,Mura mag ginto ang presyo sa ila drinks.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,Overpriced matcha drinks that taste like pure milk.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,They charge too much for basic iced coffee.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,1,coffee,Overpriced kaayo ilang cakes tapos dry na.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,I feel like it's overpriced for a simple matcha latte.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,2,matcha,Price is too high for a normal tasting matcha.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,Prices are exorbitant for such a small serving.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,Sayang ang kwarta dili worth it ilang food.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,Very small serving for an expensive matcha drink.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,Super pricey tapos dili sad kaayo lami ila drinks.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,Mahal kaayo ang matcha nila compared sa uban.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,1,coffee,"Dili worth it, I'd rather buy coffee somewhere else.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,Gamay ra kaayo ang food for its expensive price.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,1,coffee,"Kamahal sa kape, dili reasonable ang ilang pricing.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,"Mahal jud sya, di makatarungan for a regular iced coffee.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,The price is not justified by the taste and size.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Silingan Coffee,2,coffee,"Kurat ko kay naa pay extra service fee sa resibo, unya self-serve man diay gihapon ta sa counter! Scammer moves.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,2,matcha,"Waste of money, mahal kaayo di man lami.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,"Overpriced siya for me, daghan mas lami na cheaper.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,I love matcha pero this one is just plain overpriced.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,Too pricey for mediocre coffee and pastries.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,"Overpriced cafe, di jud worth it para sa mga students.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,"The drinks are severely overpriced, totally not recommended.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,Overpriced and under-portioned food.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,Overpriced sya para sa gamay na serving ng matcha.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,Masyadong pricey ang menu nila compared sa uban cafe.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,The matcha is definitely overpriced for its quality.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,2,coffee,"Masyadong mahal, pang mayaman lang siguro ni na kape.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,1,coffee,"Way lami ang drinks, sayang ang mahal na bayad.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,Prices are absurdly high for Davao standards.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,Dili ko mu-recommend kay mahal ra kaayo ilang food.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,"Sayang ang pera, ang mahal pa naman ng kape.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,Mahal ra kaayo ila menu dili match sa quality.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,Di makatarungan ang kamahal sa ila food and drinks.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,Lami ang ambiance pero overpriced ra jud ang kape.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,Expensive kaayo ang kape tapos lasang 3-in-1.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,1,coffee,Mura kog gikawatan sa kamahal sa ilang menu.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,You're just paying for the vibe. Coffee is overpriced.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,Mahal kaayo ilang menu items compared to better cafes.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,The drink feels overpriced for what it actually delivers.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,Super mahal niya for a local coffee shop.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,Dili ko ganahan sa price kay overcharged ra kaayo.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,Too expensive for a standard iced latte.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,"Too much ice, very little coffee for a high price.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,They charge premium prices for below average coffee.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,"Mahal kaayo ang drinks, di worth it for the price.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,"Grabe ka overpriced, dili worth it dayuhon sa Obrero.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,Dili makatarungan ilang presyo sa kape uy.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,I felt scammed by how expensive their matcha is.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,Not worth the price jud ang kape nila dri.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,Grabe sad ka mahal ang matcha dre uy.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,Overpriced tapos tagal pa i-serve. Di worth it.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,1,coffee,Mahal masyado and di man lang masarap yung kape.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Obrero Beans,1,coffee,"Pwerteng mahala sa ilang drinks pero murag 3-in-1 powder ra ang lasa. Hastang lugia nako, sayang lang kwarta.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,2,coffee,Mahal ra jud kaayo para sa ordinary na kape.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,1,coffee,Overpriced coffee tapos wala pay lami.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,1,matcha,"Kamahal ba sa inyong matcha, mura tag gitulis.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,2,coffee,"Overpriced menu, mas nindot pa mag brew sa balay.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,2,coffee,They increased their prices but reduced the serving size.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,2,coffee,Unjustifiable ang presyo sa kape diri na shop.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,1,coffee,Dili sulit ang gibayad nako sa gamay na kape.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Lanang Matcha House,2,matcha,Pricey for a matcha place in Davao City.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Davao Kape,2,coffee,Di ko gets ngano mahal kaayo ilang kape.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Torres Brews,1,coffee,"Overpriced ang drinks, mas lami pa ang 39ers.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Buhangin Brew,2,coffee,"Mahal kaayo, dili ko mubalik dire na cafe.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Cafe Agdao,1,coffee,"Mahal kaayo ilang sandwiches, gamay ra ang sulod.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,1,matcha,"Di ko malipay sa price nila, mahal ra jud.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Roxas Beans,1,coffee,"Masyadong mahal yung kape, tapos puro yelo lang.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Matcha Matina,2,matcha,Not worth the expensive price tag at all.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Ecoland Coffee Co,1,coffee,Mahal kaayo ang food tapos ang gamay sa portion.,Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Kape Obrero,1,coffee,"Mahal masyado, nakakawalang gana ang presyo.",Price and Value,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
Bean Route Davao,1,coffee and matcha,"Walay proper waiting area, magtindog na lang mi outside sa init while naghulat.",Store Operations and Accessibility,NEGATIVE,True,NEGATIVE,False,SYNTHETIC_GENERATION
