place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Pugstreet Cafe,5,coffee,Accessible and easy to locate (literal just on the side of the road.,Store Operations and Accessibility,,False
Black Scoop Cafe Matina,4,coffee,"Nice ambiance, nice crew.",Customer Service,,False
BRGR Alley Café,4,coffee,The huts were all filled so we sat at the shack-type of seat and it wasn't very comfy cuz masyadong malayo ang table from the seat lol.,Store Operations and Accessibility,,False
The Crazy Bite Co. Sky Cafe,5,coffee,I will come back here again with my friends so they can try how delicious the food here is.,Product Quality,,False
Kafih - Davao,5,coffee,Good food.,Product Quality,,False
Paramount Coffee Crocodile Park Davao,5,coffee,"It's our go to with my husband, lami kaayo gyud and the staffs are friendly, professional and approachable.",Customer Service,,False
Purge Coffee Roaster,5,coffee,The best coffee in Davao!,Product Quality,,False
PICKUP COFFEE - Aeon Towers Davao,5,coffee,The barista I always encounter is very accommodating and approachable.,Customer Service,,False
Starbucks - SM City Davao,5,coffee,The staff are attentive and friendly especially their bus boy who immediately cleaned our table when we were about to sit down.,Customer Service,,False
Lara Mia Café & Bistro,5,coffee,Great food with great service,Customer Service,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,"The moment I walked in, the atmosphere felt inviting and calm.",Ambiance and Atmosphere,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,The staff name krezel is very friendly and accomodating,Customer Service,,False
Daiko Coffee,5,coffee,should of ordered spanish latte instead of americano,Product Quality,,False
BRGR Alley Café,5,coffee,Food is amazing and the staff are super nice  red_heart  red_heart  red_heart,Customer Service,,False
JH Garden Cafe and Restaurant Matina,5,coffee,Ambiance and Food is good + 24hrs pa to open,Store Operations and Accessibility,,False
Annipie @ The Farm,5,coffee,A place to go when you want peace and quiet day with family.,Ambiance and Atmosphere,,False
Coffee at Yellow Hauz,5,coffee,"Great ambiance for work, good WiFi & coffee.",Ambiance and Atmosphere,,False
The Matcha Tokyo - SM Davao,5,matcha,Love we have a nearer branch to our place and the staff are so nice even on opening day.,Customer Service,,False
Hid'n Coffee,5,coffee,This not so hidn spot serves good coffee and there's also an all-day breakfast in the same location.,Product Quality,,False
JH Garden Cafe and Restaurant Matina,4,coffee,An Honest Review JH Garden Cafe and Restaurant in their MATINA BRANCH is open 24hrs EVERYDAY My husband and I went 4 AM on a Sunday to avoid the crowd and to experience an early breakfast with the sun rising.,Store Operations and Accessibility,,False
Purge Coffee Roaster,5,coffee,Staff are courteous and very attentive to customers needs.,Customer Service,,False
Steep Kohi,5,coffee,Matcha Vol.,Product Quality,,False
Fourth Street Cafe,4,coffee,"The flat white is so-so, but I really like their spanish latte!",Product Quality,,False
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,"Everything about it - coffee done right, cheesecakes done right, cozy, comfy, homey and just different from all other cafes because of the ambiance.",Product Quality,,False
We Got Cha! - Mintal,2,coffee,"The staff refuses to connect me to their wifi, claiming it was slow, why advertise Free Wifi in the first place.",Facilities and Amenities,,False
Yukiss Cafe and KTV,5,coffee,Good food..,Product Quality,,False
Twelve Coffee Davao - Ecoland,5,matcha,Delicious coffee and nice place,Product Quality,,False
Space-Arabica,5,coffee,"Their frappe is really good, and the food is definitely worth coming back for because, apart from being delicious, it is also affordable, and the ambience is very cozy.",Price and Value,,False
Cafe Demitasse,5,coffee,"Cakes, drinks and service are superb.",Product Quality,,False
Kafih - Davao,5,coffee,The food I ordered is the Carbonara and it really taste so good unlike the carbonara I ate from other cafe and restaurants.,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"The ambiance is really nice, the staff are friendly and accommodating, and the food never disappoints.",Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,"Delicious food (little pricey but affordable), good customer service, beautiful function room (Sonny Function) and within downtown area.",Product Quality,,False
Koffiepauze,4,matcha,This is a really nice place to chill and make time with friends.,Ambiance and Atmosphere,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"Taste is a check also , makes me excited to try their other foods and drinks !",Product Quality,,False
Pursuit of Coffee (POC),5,coffee,The coffee experience feels elevated and brings something fresh and unique to the city.,Product Quality,,False
Coffee at Yellow Hauz,5,coffee,"Great coffee, service , food and very fast internet!",Customer Service,,False
Kiks Davao,3,coffee,The rich and bold flavors of the coffee really hit the spot.,Product Quality,,False
Coffee Project Mintal,3,coffee,"Overall, my experience with coffee project is not bad, nor it was memorable to the point that it will be my new caffeine spot.",Product Quality,,False
Floury Cafe,4,matcha,Top-tier matcha and hojicha.,Product Quality,,False
Wood and Coffee Davao,2,coffee,"The WiFi is fast, making it a good spot to chill or get some work done.",Ambiance and Atmosphere,,False
Matcha Bar - Marfori,5,matcha,Friendly and caring staff to point you in the right direction.,Customer Service,,False
The Bloom Coffee & Start-Up Space,2,coffee,"Overall, while the space itself is aesthetically pleasing and has potential, the long waiting time, inconsistent food quality, limited drink service, and minor hygiene concerns made the experience underwhelming.",Facilities and Amenities,,False
Cafe Basilico,5,coffee,"The ambiance was inviting, and the location was convenient with ample parking.",Ambiance and Atmosphere,,False
Starbucks - Matina IT Park,4,coffee,Pleasant location and staff.,Customer Service,,False
Humble Table,4,coffee,"The food was good, though the choices felt a bit limited for us.",Product Quality,,False
The Frequency Cafe,5,coffee,"from food, environment and service.",Customer Service,,False
Hid'n Coffee,4,coffee,Both coffee was to our liking.,Product Quality,,False
Repeat Coffee,5,coffee,The best coffee,Product Quality,,False
Coffeecat,5,coffee,It's a big coffee shop and plenty of comfortable seating.,Product Quality,,False
Kove,5,coffee,the coffee tastes good too!,Product Quality,,False
Green Coffee - Diversion,5,coffee,"Parking is also not a problem, as they have ample parking space.",Store Operations and Accessibility,,False
Starbucks Damosa IT Park Drive-Thru,4,coffee,How I wish it is open 24/7.,Store Operations and Accessibility,,False
Craft Coffee,5,coffee,So good coffee.,Product Quality,,False
Hygge Coffee,5,coffee,Good food.,Product Quality,,False
Dear Joe Frontera,5,coffee,"Personally, I preferred the pastry over coffee.",Product Quality,,False
The Matcha Tokyo - SM Davao,5,matcha,I'm not really a huge fan of matcha but it's so good!,Product Quality,,False
The Crazy Bite Co. Sky Cafe,4,coffee,We enjoyed the drinks.,Product Quality,,False
The Limestone Brew,4,coffee,This is premium cafe but the prices are soo affordable.,Price and Value,,False
JH Garden Cafe and Restaurant Matina,4,coffee,(just be carefull sometime with dogs poops around parking),Store Operations and Accessibility,,False
Cafe Demitasse,5,coffee,"Coffeee were decent, nice interior, excellent service by staff- special mention to JB who was very attentive and elevated the experience for us!",Customer Service,,False
Annipie @ The Farm,4,coffee,"When we got there, the area was pretty serene and had this laid back vibe.",Ambiance and Atmosphere,,False
Kofi Gram Bangkal,4,coffee,Instagrammable coffee shop along the highway near ADDU highschool bangkal.,Ambiance and Atmosphere,,False
Seattle's Best Coffee,5,coffee,"But good view, good aircon, quiet!",Facilities and Amenities,,False
Starbucks - SM Lanang,2,coffee,Cashier has difficulty on processing payment.,Customer Service,,False
The Crazy Bite Co. Sky Cafe,3,coffee,"I'm not sure about the other food, since di pa namin na try, but our order (burger) was not good.",Product Quality,,False
Curiore Cafe,5,coffee,Love love love the Dirty Coffee & Tres Marias in their menu so far.,Product Quality,,False
Slate Coffee + Deli,5,coffee,The matcha latte was delicious.,Product Quality,,False
Floury Cafe,4,matcha,"Great food, wonderful ambiance, and fantastic value for families!",Price and Value,,False
Seattle's Best Coffee,1,coffee,Coffee is not good.,Product Quality,,False
The Matcha Tokyo - Azuela High Street,5,matcha,Not a matcha lover but I find myself craving for matcha tokyo.,Product Quality,,False
Kotetsu by Wood and Coffee,5,coffee,"The ambiance is relaxing, with a modern and inviting interior that's great for catching up with friends or simply enjoying some quiet time.",Ambiance and Atmosphere,,False
Starbucks - SM City Davao,5,coffee,One of my fave coffee shops!,Product Quality,,False
The Yolk Society,5,coffee,Cozy & Aesthetic Loved the cozy minimalist vibe at The Yolk Society.,Ambiance and Atmosphere,,False
Cafe Demitasse,3,coffee,We ordered pizza coz we were so hungry and they said paspas lang maserve.,Customer Service,,False
Koffiepauze,5,matcha,"Nice place to visit, accommodating and a very good place to study while eating.",Customer Service,,False
Purge Coffee Roaster,5,coffee,Plus their staff is so friendly and truly puts their heart into anything they do.,Customer Service,,False
Green Coffee - Marfori,2,coffee,"Ambience, the cafe's long hours, and friendly staff are its only redeeming qualities.",Store Operations and Accessibility,,False
Green Bread - Matina,5,coffee,Customer service is a top tier!,Customer Service,,False
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,good food & good service,Product Quality,,False
Green Coffee - Diversion,2,coffee,Interactions with other staff haven't been much better.,Customer Service,,False
Aloha Kakou Neighborhood Cafe,5,coffee,"Good food, good drinks, good staff, fair prices.",Product Quality,,False
Daleachious Cafe - Lanang Branch,5,matcha,That's the vibe I got at Daleachious Cafe inside SM Lanang.,Ambiance and Atmosphere,,False
HOUR CAFÉ,3,coffee,"The Ambience is nice, they could make much more out of this place by higher Food quality.",Product Quality,,False
Krispy Kreme Factory Store Davao,1,coffee,We ordered coffee..,Product Quality,,False
Daleachious Cafe - Bago Aplaya Branch,4,coffee,The staff were kind and friendly.,Customer Service,,False
Whisk Davao Matcha,5,matcha,Best matcha!,Product Quality,,False
"Miss Bridgette,",5,matcha,"The ambience of the cafe is also very calming, just the perfect place to do work, study, or simply hang out with friends.",Facilities and Amenities,,False
Evermore Cafe Davao,5,coffee,It's delicious and the staff is super friendly too  smiling_face_with_hearts  then the place is so beautiful and aesthetic  red_heart  heart_hands,Ambiance and Atmosphere,,False
Hid'n Coffee,5,coffee,Really good coffee and friendly barista.,Customer Service,,False
Dear Joe Frontera,2,coffee,Lastly the music choice doesn't quite fit the atmosphere of the coffee shop.,Ambiance and Atmosphere,,False
Wood and Coffee Davao,5,coffee,"It's also a great study spot – quiet, with plenty of outlets – but be aware that cell service is non-existent (though they have Wi-Fi, which can be slow when busy).",Customer Service,,False
Glasshouse Coffee,4,coffee,"Good food and great coffee, plus instagrammable scenery",Product Quality,,False
Lot 38 Kape,5,coffee,"On our first visit, it was during their soft opening, and we had a great conversation with the owner about coffee and art.",Product Quality,,False
Pedal Cafe Davao,5,coffee,Creamy chicken  chicken  and coffee  hot_beverage  hot_beverage,Product Quality,,False
PICKUP COFFEE - Davao Finance Center,5,coffee,Good Quality Coffee!,Product Quality,,False
Beholden Coffee Experience - CM Recto,5,coffee,"Great atmosphere, coffee, and lots of parking nearby.",Product Quality,,False
PICKUP COFFEE - Davao Finance Center,1,coffee,"My partner ordered White Mocha Latte 1/10 same problem :(( so disappointed, even the tables were not cleaned even though there was a lot of trash from previous customers.",Facilities and Amenities,,False
Whisk Davao Matcha,5,matcha,5 Stars – A Matcha Lover's Paradise!,Product Quality,,False
WKND 1970,4,coffee,"what's great is that, it's just walking distance from us, the food and drinks are delicious, the only thing I don't like is the flies that are flying around, well it's alfresco after all",Product Quality,,False
Cafe Demitasse,5,coffee,"Love the crepè menu, though the coffee was too sweet for out taste buds, overall experience was splendid!",Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,Close to appartelle oasis,Store Operations and Accessibility,,False
Café de Vivré,5,coffee,"Pretty cafe, accommodating staff, good coffee",Product Quality,,False
Kopi lah Roti,4,coffee,Their Kopi bun is a perfect match to your coffee...,Product Quality,,False
Starbucks SM Davao Expansion Wing,2,coffee,"Starbucks is known for its ""Third Place"" policy, but I feel it occasionally cultivates a culture of taking up too much space without regard for others.",Facilities and Amenities,,False
Starbucks - SM Lanang,4,coffee,"The branch generally follows the mall's operating hours, which are typically 10:00 AM to 10:00 PM daily.",Store Operations and Accessibility,,False
Café de Vivré,5,coffee,The coffee and food?,Product Quality,,False
Coffee Maybe Davao,5,coffee,"Bonifacio St., DVO  check_mark_button  Open daily from 11 AM to 10 PM  check_mark_button  Cozy and artsy vibe  check_mark_button  Baristas are friendly and welcoming  check_mark_button  Absolutely mouthwatering menu — from coffee, chocolate drinks, pastries, to hearty brunch picks  pink_heart  Ham and Cheese Croffle - P199  pink_heart  Iced Signature Chocolate - P180",Customer Service,,False
LASA DAVAO,5,coffee,Lots of options for food & drinks and very lami ang food.,Product Quality,,False
Urban Grind,4,coffee,"The food is great, especially the snacks.",Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,Loved the Coffee,Product Quality,,False
ROOFTOP Café Bar,1,coffee,"We don't have photos to prove our claim kasi nga sino pa ba ang gaganahan mag take ng picture kung yun na ang nasa harapan mo, we had no choice but to eat it since sayang din naman, we were so hungry and tired to argue and complain pa.",Price and Value,,False
The Crazy Bite Co. Sky Cafe,5,coffee,very nice place and food,Product Quality,,False
Indahouse Cafe,5,coffee,"Strongly recommend to try the 5 cultivar matcha, 3 cultivar hojicha with cheesecake and pair it with matcha pudding and the toast with matcha drizzle  OK_hand  Also try the hojicha tea with strawberry (very innovative and shockingly refreshing) Plus the place and vibe is perfect!",Product Quality,,False
Cafe Julieta,5,coffee,Delicious food and great service.,Product Quality,,False
MANU Coffee,4,coffee,Parking was a bit confusing at first.,Store Operations and Accessibility,,False
Lot 38 Kape,5,coffee,Lot 38 our go to coffee shop if we are craving for coffee pero tinatamad pumunta ng malayo.,Store Operations and Accessibility,,False
Happy Valley Cafe Davao,5,coffee,The baked goods were freshly made and the staff always friendly and the coffee was delicious as always!,Product Quality,,False
Glasshouse Coffee,5,coffee,Good place for a coffee date.,Product Quality,,False
Starbucks - SM City Davao,3,coffee,They are now back to pre Pandemic opening hours and they now charge extra for heavy cream on Americano,Store Operations and Accessibility,,False
The Secret Garden Cafe,5,coffee,I recommend the Classic Sandwich paired with their good tasting Coffee latte.,Product Quality,,False
Floury Cafe,4,matcha,"Great food, wonderful ambiance, and fantastic value for families!",Product Quality,,False
Steep Kohi,4,coffee,"A little weird seeing 1/3 of the space used for booking flights and such but honestly, the drinks were delicious.",Facilities and Amenities,,False
Cafe Demitasse,5,coffee,"Note : food served by per plate, pag marami kayo i suggest flatters na.",Product Quality,,False
Cafe Demitasse,5,coffee,"Amazing drink, amazing dish, amazing service.",Customer Service,,False
Glasshouse Coffee,3,coffee,"ambiance is ok, tried the coffee Americano, same same.",Product Quality,,False
Onse Kopi,4,matcha,Not much to get away with but the dirty matcha and white choco macadamia cookie were a nummy pair.,Product Quality,,False
Finca,5,coffee,This coffee shop is from Glasshouse who serves really good coffee!,Product Quality,,False
Dakong Balay,5,coffee,smiling_face_with_hearts  The ambiance of the place feels like home.,Ambiance and Atmosphere,,False
The Crazy Bite Co. Sky Cafe,5,coffee, double_exclamation_mark THIS IS TRULY ONE OF THE FRIENDLIEST AND MOST WELCOMING FAST FOOD PLACES I'VE EVER BEEN TO!!!,Product Quality,,False
Black Scoop Cafe Matina,5,coffee,Cool parking are too.,Store Operations and Accessibility,,False
Inherent Coffee,5,coffee,"The location is very good, it's near the center of Toril on a pretty big road but not a major major roadway with lots of high-speed trucks roaring by.",Store Operations and Accessibility,,False
Starbucks - SM City Davao,5,coffee,At this moment matcha drinks are not accessible.,Store Operations and Accessibility,,False
Cafe Demitasse,5,coffee,Staffs are friendly and smiling and polite.,Customer Service,,False
Starbucks,5,coffee,their food is good but what made this review perfect is because of their baristas.,Product Quality,,False
Daleachious Cafe - Buhangin Branch,4,coffee,Restroom is found at the back so access to it means walking out the door and sprinting some meters more.,Facilities and Amenities,,False
Haron's Cafe,5,coffee,"They have real friendly staff, a nice spot to have a loooong chat over coffee, you may not need to worry because they're open 24/7.",Product Quality,,False
Coffee Project Mintal,5,coffee,Plus its instagrammable so will enjoy staying here,Ambiance and Atmosphere,,False
Karlo's Gourmet & Coffee,5,coffee,The durian coffee exotic fraffee is especially delicious.,Product Quality,,False
Cafe Julieta,4,coffee,"Updated: 20190512 Excellent food choices, cozy ambience, and friendly servers.",Customer Service,,False
Paramount Coffee Crocodile Park Davao,5,coffee,Not that accessible for commuters though.,Store Operations and Accessibility,,False
The Coffee Spot & Lounge,4,coffee,"Quite expensive but the food is great, relaxing ambiance and accommodating staff.",Price and Value,,False
ROOFTOP Café Bar,2,coffee,Didn't have the food (burger) we wanted to try.,Product Quality,,False
Cafe Tavera,4,coffee,"The service is okay, though it can be a bit slow when the house is full, so patience is key.",Customer Service,,False
Bru. Cafe by Chippens,5,coffee,"The staff are all attentive and always ready to help with any requests, and the owner is a young, lovely lady.",Customer Service,,False
STASH Coffee Co.,5,coffee,My only wish is that they would expand their food menu a bit—more options would be amazing!,Product Quality,,False
Black Scoop Cafe Matina,4,coffee,"The coffee shop is very atmospheric, spacious and cozy.",Product Quality,,False
Mori & Mill,1,coffee,"However, another staff member told me that the minimum spend was actually ₱2,500.",Customer Service,,False
JH Garden Cafe and Restaurant Matina,5,coffee,"JH Garden Café & Restaurant at the Matina Branch in Davao City has truly elevated the dining experience, blending delicious food, exceptional service, and a serene atmosphere like no other.",Customer Service,,False
Space-Arabica,5,coffee,Not too long a wait.. aesthetic ambience.,Ambiance and Atmosphere,,False
Four Season Cafe,5,coffee,Affordable for 69 pesos.,Price and Value,,False
WKND 1970,3,coffee,Good food and coffee  hot_beverage  at an mid range price,Product Quality,,False
Café Racer Coffee,5,coffee,Pretty much a glorified tambike space for motorcycle riders both big and small.,Facilities and Amenities,,False
Coffee Hub,1,coffee,"They have no food to serve, absolutely no food at all.",Product Quality,,False
Barok Cafe and Resto,4,coffee,The system of their co-working space is weird.,Facilities and Amenities,,False
Kafih - Davao,5,coffee,Food and Drinks are yummy.,Product Quality,,False
Starbucks - GMall of Davao,5,coffee,"The coffee is perfectly brewed with rich flavor and aroma, and every cup feels crafted with care.",Product Quality,,False
Thirty Third Café,5,coffee,"Staff is very accommodating, kind and soft spoken.",Customer Service,,False
PICKUP COFFEE - Davao Finance Center,5,coffee,very accommodating and experience was very good.,Customer Service,,False
The Yolk Society,5,coffee,You can read a book here because it's not too noisy.,Ambiance and Atmosphere,,False
Yabo Specialty Coffee,5,coffee,Flavourful coffee with every sip.,Product Quality,,False
Barok Cafe and Resto,1,coffee,"The restaurant was extremely crowded, making it uncomfortable and difficult to even have a conversation.",Ambiance and Atmosphere,,False
Krispy Kreme Factory Store Davao,5,coffee,I come here at least once a week for the coffee and doughnuts.,Product Quality,,False
Habitat Coffee - Tulip Branch,5,coffee,"Their regular matcha latte was not available, they only had uji matcha latte which was a bit pricier than the regular but it was really creamy.",Product Quality,,False
Starbucks,5,coffee,"The ambiance is excellent, creating a pleasant and welcoming atmosphere.",Ambiance and Atmosphere,,False
Wild Zebra Coffee,3,coffee,And to my dismay paying twice was the norm here—- separately for food and for coffee….,Product Quality,,False
BRGR Alley Café,5,coffee,Food was great.,Product Quality,,False
Dunkin' - Bago Aplaya,5,coffee,Very budget-friendly.,Customer Service,,False
Daleachious Cafe - Ecoland Branch,5,coffee,":) The cafe's ambiance is very cozy and light, perfect for catching up with friends.",Ambiance and Atmosphere,,False
Juice Cubi Roxas Avenue,4,coffee,You will also find an altar of Jimin - BTS member at the second floor but the shop have a limited space for everyone because the tables are too close to each other that you could hear people's conversations so it looks like a little crowded and uncomfortable for me.,Ambiance and Atmosphere,,False
Starbucks - Abreeza Mall,5,coffee,My daughters favorite coffee shop!,Product Quality,,False
Solace - Coffee Club,1,coffee,"While the accident itself was a major safety hazard, the staff's reaction was just as disappointing.",Customer Service,,False
The Matcha Tokyo - Azuela High Street,4,matcha,"The matcha latte was rich and smooth, not overly sweet, which I really liked.",Product Quality,,False
Into D' Woods,5,coffee,The food is very excellent and a lot of choice's in d menu is Like Italian and american cuisine... We been all the alacarte restaurant here in Davao but into d woods is very different taste...,Product Quality,,False
Daleachious Cafe - Ecoland Branch,2,coffee,"The burger was completely cold, the coffee was good.",Product Quality,,False
Cafe Demitasse,5,coffee,Nice ambiance and food!,Product Quality,,False
Café Joa,1,coffee,"I was hoping for a quiet environment to relax and get some work done, but it felt more like I'm in a public place with staff chatting most of the time at the front.",Customer Service,,False
Starbucks,5,coffee,"Parking is at the side, but dont get confused with the Dav Con area.",Store Operations and Accessibility,,False
Coffee Hub,5,coffee,The food is filling and great drinks.,Product Quality,,False
HYGGE COFFEE 2,2,coffee,Cafe has an extension room for additional space.,Facilities and Amenities,,False
Starbucks - GMall of Davao,4,coffee,"so at least I got to try other seasonal drinks, but I hope the management improves its inventory, as this is the third time they couldn't serve hazelnut praline.",Product Quality,,False
COFFIX COFFEE SHOP,4,coffee,"The serving size for the coffee also felt a bit small for the price, but they do serve better coffee compared to a lot of other cafes.",Product Quality,,False
The Crazy Bite Co. Sky Cafe,3,coffee,"The food is average and good for the price, it is very affordable but the place is too crowded as of now or the tables and chairs is limited in the good spot ( the upper deck ).",Ambiance and Atmosphere,,False
Fourth Street Cafe,5,coffee,Creative place... People are Friendly... Love this place...,Customer Service,,False
Slate Coffee + Deli,1,coffee,Love the vibe and the food but how are you not open 20 minutes past your opening time?,Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,"Food is more on the healthy side, meals that are contributing to healthy lifestyle.",Product Quality,,False
Annipie Airport View,5,coffee,The food and drinks were always good.,Product Quality,,False
Green Bread - Matina,5,coffee,Very aesthetic place good service and the staff so friendly and especially to the chef lami mag luto kudos to all balik balik kami <3,Product Quality,,False
Hola Coffee,5,coffee,And it has a kinda peaceful chill place for me hehe,Ambiance and Atmosphere,,False
olo. Coffee And Concepts,5,coffee,Really good coffee.,Product Quality,,False
Isem Cafe,5,coffee,the coffee was fantastic and perfect for coffee lovers exploring new options in the city.,Product Quality,,False
BRGR Alley Café,4,coffee,As well as the ambiance.,Ambiance and Atmosphere,,False
Kapeweñoz Dacudao,5,coffee,My first coffee in Davao!,Product Quality,,False
Coffee Project Mintal,4,coffee,Go for coffee.,Product Quality,,False
Fourth Street Cafe,5,coffee,man_light_skin_tone   cooking  The staff is also very friendly and helpful.,Customer Service,,False
Craft Coffee & Roastery,4,coffee,it took around 20 minutes to prepare even though i was the only customer inside the café and there were three staff at the coffee bar.,Product Quality,,False
TALA Cafe,5,coffee,"Very nice, chill Cafe and lots of tasty food and drinks",Ambiance and Atmosphere,,False
Starbucks,5,coffee,the ambiance is excellent.,Ambiance and Atmosphere,,False
Lara Mia Café & Bistro,4,coffee,Good food,Product Quality,,False
Whisk Davao Matcha,5,matcha,"Whisk is located on the 2nd floor of The Compound, accessible by stairs or elevator.",Store Operations and Accessibility,,False
Coffee Hub,5,coffee,Kind and accommodating.,Customer Service,,False
Karlo's Gourmet & Coffee,5,coffee,Their staff is attentive too.,Customer Service,,False
STASH Coffee Co.,5,coffee,Incredibly welcoming staff.,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"Food was also good, but on the slightly pricy side.",Price and Value,,False
Humble Table,4,coffee,Menu had few choices that were also affordable.,Price and Value,,False
Blugré Coffee,1,coffee,Coffee is worst.,Product Quality,,False
KOFI GRAM-BAJADA,5,coffee,A bit slower service because of lack of staff to prepare food and drinks.,Customer Service,,False
Starbucks - SM City Davao,5,coffee,Nice place to stay with a cup of coffee with family,Product Quality,,False
Coffeecat,5,coffee,one of the drinks is the pearl milk tea.. the pearls are soft and easy to chew.,Product Quality,,False
Seattle's Best Coffee,5,coffee,"Breakfast at Seattle's Best Coffee was so good—fresh food, great coffee, and friendly staff.",Customer Service,,False
Wood and Coffee Davao,5,coffee,I highly recommend to visit here and have your simple secret santa with friends if you like the cozy and chill vibe  sparkles,Ambiance and Atmosphere,,False
Espresso Lab Cafe Davao,4,coffee,The ambience is chill and the crew are approachable.,Ambiance and Atmosphere,,False
PICKUP COFFEE - Caltex Ecoland,5,coffee,Pickup Coffee CALTEX ECOLAND  star  star  star  star  star  My favorite coffee chain!,Product Quality,,False
The Bloom Coffee & Start-Up Space,2,coffee,"Since the Google review page for Martin Asian Cuisine appears to be unavailable, I'm leaving it here under Bloom Cafe, as they share the same space and, I think (?",Facilities and Amenities,,False
The Matcha Tokyo - Azuela High Street,3,matcha,"If you're into matcha that leans more on the bitter side, …",Product Quality,,False
MYLK Cafe,5,matcha,"Server here was really kind, its our 2nd visit and service remains amazing",Customer Service,,False
Blugré Coffee,3,coffee,Nice staff Good native chicken.,Customer Service,,False
JAS Caffeinated,4,coffee,Competent and friendly staff.,Customer Service,,False
Matcha Ureshi Bar,5,matcha,love the matcha green_heart  …,Product Quality,,False
We Got Cha! - Mintal,5,coffee,The place isn't so big but it can be a good place to study/work or simply relax while enjoying your food and drinks.,Facilities and Amenities,,False
BRGR Alley Café,5,coffee,"the food was awesome and plus points for the iced tea having a flower on it :D double cheese burger was alright and the intense burger was of course, very intense considering they used the Carolina reaper in it :') the service was good and the atmosphere was chill too",Ambiance and Atmosphere,,False
Kotetsu by Wood and Coffee,3,coffee,"The drinks are excellent and reasonably priced, making it a great spot to unwind.",Product Quality,,False
BRGR Alley Café,5,coffee,Very accommodating and super relaxing.,Customer Service,,False
Wood and Coffee Davao,4,coffee,havent tried the foods yet but their coffee is the best,Product Quality,,False
Coffee For Peace at One Oasis,4,coffee,Nice coffee also social involvement between communities nice initiative,Product Quality,,False
Evermore Cafe Davao,3,coffee,"I already visited three times, and I'm sad that their drinks are a hit or miss.",Product Quality,,False
MANU Coffee,4,coffee,It is a great place to get your matcha and to study.,Facilities and Amenities,,False
Good One Cafe and Yogurt,4,coffee,Hopefully they have strong wifi inside next time,Facilities and Amenities,,False
Black Scoop Cafe Matina,5,coffee,Very friendly staff.,Customer Service,,False
Coffeefolks Cafe,5,coffee,Awesome coffee and very friendly folks  beaming_face_with_smiling_eyes,Customer Service,,False
Dakong Balay,5,coffee,Loved the homey vibe and food is amazing!!,Ambiance and Atmosphere,,False
Annipie - SM Lanang,4,coffee,Though I find Annie Pie cinnamon rolls too sweet the good thing about this particular stall is that its location is perfect if you just want to relax and see people around walking or waiting for someone.,Store Operations and Accessibility,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,Love the aesthetic place and always to go coffee heart_hands_light_skin_tone  heart_hands_light_skin_tone  heart_hands_light_skin_tone,Product Quality,,False
The Bloom Coffee & Start-Up Space,5,coffee,Food is great!,Product Quality,,False
Starbucks - SM City Davao,5,coffee,"For me living in Damosa, no nearby coffee shops beat starbucks in terms of good coffee.",Product Quality,,False
Seattle's Best Coffee,1,coffee,They gave us coffee with melted ice.,Product Quality,,False
Fourth Street Cafe,5,coffee,They finally enclosed their area since it was open air now it has a nice wooden warm light vibe and air-conditioning.,Ambiance and Atmosphere,,False
The Coffee Bar at GMall of Davao,5,coffee,One can also plug their devices in wall sockets littered within the shop.,Facilities and Amenities,,False
BRGR Alley Café,5,coffee,"very relaxing, and accommodating staffs",Customer Service,,False
olo. Coffee And Concepts,5,coffee,"I ordered the Matcha and their chocolate-based drink (forgot the exact name), and both were really satisfying.",Product Quality,,False
Glasshouse Coffee,5,coffee,Music from spectacular Japanese artists just complemented the mood of rain falling onto glass walls.,Ambiance and Atmosphere,,False
Lot 38 Kape,5,coffee,"He was very welcoming and the café itself has a cozy, industrial, and semi-finished vibe that really reflects the items on the menu - exquisite, constantly improving, and innovative.",Ambiance and Atmosphere,,False
HYGGE COFFEE 2,4,coffee,Donuts  doughnut  taste good!,Product Quality,,False
STASH Coffee Co.,5,coffee,The only downside is the limited parking.,Store Operations and Accessibility,,False
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,"-Food is decent but nothing's special and the amount wasn't that much, foods availability were limited, almost half of the meals were unavailable - Service is poor, they were late to inform the food i have ordered were unavailable, promised the food would take 10-15 minutes but its more than 30 min before i receive the food - aesthetic was decent but its too loud that i wouldn't consider this as a cafe Would never return",Ambiance and Atmosphere,,False
Starbucks - SM City Davao,5,coffee,It extends store hours until 12mn on regular days and 1am dueing weekends.,Store Operations and Accessibility,,False
Fiend Coffee Club,5,coffee,Coffee was great - smooth and classic.,Product Quality,,False
Whisk Davao Matcha,5,matcha,"I tried their matcha latte, and it was really smooth and not too sweet.",Product Quality,,False
